Username,Tanggal,Teks,Jumlah_Like,Platform,Clean_Teks,Tokens,Label,Tanggal_Singkat,Topic_ID
@sutanthomas2921,2026-06-11 15:26:55+00:00,"Prediksi besok
BTR 3-0 TLID
GEEK 0-3 ONIC",0,YouTube,prediksi besok btr tlid geek onic,"['prediksi', 'besok', 'btr', 'tlid', 'geek', 'onic']",1,2026-06-11,0
@SahrulM-f9k,2026-06-11 15:18:10+00:00,"PREDIKSI

Upper Bracket Finals: ONIC 3–2 GEEK
Lower Bracket Finals: GEEK 4–2 BTR
Grand Finals: ONIC 4–2 GEEK",0,YouTube,prediksi upper bracket finals onic – geek lower bracket finals geek – btr grand finals onic – geek,"['prediksi', 'upper', 'bracket', 'finals', 'onic', '–', 'geek', 'lower', 'bracket', 'finals', 'geek', '–', 'btr', 'grand', 'finals', 'onic', '–', 'geek']",1,2026-06-11,0
@videoairandomveo3,2026-06-11 15:11:59+00:00,Aduh nih BTR BTR game 2 nafsu banget ke ewc sabar dulu lah,2,YouTube,aduh nih btr btr game nafsu banget ke ewc sabar dulu lah,"['aduh', 'nih', 'btr', 'btr', 'game', 'nafsu', 'banget', 'ke', 'ewc', 'sabar', 'dulu', 'lah']",0,2026-06-11,0
@aylatamara,2026-06-11 15:10:53+00:00,Gelo willie salim sadnya nonton mpl,5,YouTube,gelo willie salim sadnya nonton mpl,"['gelo', 'willie', 'salim', 'sadnya', 'nonton', 'mpl']",0,2026-06-11,0
@gdfther123,2026-06-11 15:10:20+00:00,ada bang Mozaaaaaa,0,YouTube,ada bang mozaaaaaa,"['ada', 'bang', 'mozaaaaaa']",1,2026-06-11,0
@sesamesaut,2026-06-11 15:06:52+00:00,"Yeb senyum, pertamax di Manila lebih murce, nyari duit di sini cuan....",0,YouTube,yeb senyum pertamax di manila lebih murce nyari duit di sini cuan,"['yeb', 'senyum', 'pertamax', 'di', 'manila', 'lebih', 'murce', 'nyari', 'duit', 'di', 'sini', 'cuan']",0,2026-06-11,0
@bedsss-1,2026-06-11 15:06:27+00:00,8:15:00 moreno jgn pipis sembarangan,34,YouTube,moreno jgn pipis sembarangan,"['moreno', 'jgn', 'pipis', 'sembarangan']",1,2026-06-11,0
@GittinkPriaidaman,2026-06-11 15:01:24+00:00,"Ko ada ya tim Masi pick suyo,udah tau suyo udah jelek😂😂😂",1,YouTube,ko ada ya tim masi pick suyo sudah tau suyo sudah jelek,"['ko', 'ada', 'ya', 'tim', 'masi', 'pick', 'suyo', 'sudah', 'tau', 'suyo', 'sudah', 'jelek']",1,2026-06-11,0
@FazLMd,2026-06-11 15:00:48+00:00,Kalau Onic sampe kalah dg BTR si gua pesimis tim indo juara di ewc..,4,YouTube,kalau onic sampe kalah dg btr si gua pesimis tim indo juara di ewc,"['kalau', 'onic', 'sampe', 'kalah', 'dg', 'btr', 'si', 'gua', 'pesimis', 'tim', 'indo', 'juara', 'di', 'ewc']",1,2026-06-11,0
@ValenAgnnd,2026-06-11 14:56:51+00:00,"Manaaaaa yakk yg bilang onic ayam tadi wkwkwkwk
manaa juga nih pemuja morenoo wkwkwk 😂 kalahkan akhirnya wkwkwkkw",77,YouTube,manaaaaa yakk yang bilang onic ayam tadi wkwkwkwk manaa juga nih pemuja morenoo wkwkwk kalahkan akhirnya wkwkwkkw,"['manaaaaa', 'yakk', 'yang', 'bilang', 'onic', 'ayam', 'tadi', 'wkwkwkwk', 'manaa', 'juga', 'nih', 'pemuja', 'morenoo', 'wkwkwk', 'kalahkan', 'akhirnya', 'wkwkwkkw']",0,2026-06-11,0
@CyanWolfer,2026-06-11 14:53:52+00:00,"[ TLID ] —VS— [ GEEK ]

• Game 1 - Draft 1:16:15 - Start 1:21:36
• Game 2 - Draft 1:51:57 - Start 1:56:36
• Game 3 - Draft 2:42:42 - Start 2:47:42
• Game 4 - Draft 3:22:30 - Start 3:28:03

[ Before Match ]
• Player Intro 1:05:47

[ After Match ]
• Interview 3:48:40
• Player Of The Match 4:00:26
────────────────────
[ ONIC —VS— [ BTR ]

• Game 1 - Draft 6:25:09 - Start 6:34:20
• Game 2 - Draft 7:05:37 - Start 7:13:35
• Game 3 - Draft 7:53:26 - Start 8:03:26
• Game 4 - Draft 8:39:45 - Start 8:49:14

[ Before Match ]
• Player Intro 6:14:52

[ After Match ]
• Interview 9:14:19
• Player Of The Match 9:25:05
────────────────────
Playoff Bracket 9:29:53
Tomorrow's Schedule 9:30:51
────────────────────
— CyanWolfer —",228,YouTube,tlid —vs— geek • game draft start • game draft start • game draft start • game draft start before match • player intro after match • interview • player of the match ──────────────────── onic —vs— btr • game draft start • game draft start • game draft start • game draft start before match • player intro after match • interview • player of the match ──────────────────── playoff bracket tomorrow s schedule ──────────────────── — cyanwolfer —,"['tlid', '—vs—', 'geek', '•', 'game', 'draft', 'start', '•', 'game', 'draft', 'start', '•', 'game', 'draft', 'start', '•', 'game', 'draft', 'start', 'before', 'match', '•', 'player', 'intro', 'after', 'match', '•', 'interview', '•', 'player', 'of', 'the', 'match', '────────────────────', 'onic', '—vs—', 'btr', '•', 'game', 'draft', 'start', '•', 'game', 'draft', 'start', '•', 'game', 'draft', 'start', '•', 'game', 'draft', 'start', 'before', 'match', '•', 'player', 'intro', 'after', 'match', '•', 'interview', '•', 'player', 'of', 'the', 'match', '────────────────────', 'playoff', 'bracket', 'tomorrow', 's', 'schedule', '────────────────────', '—', 'cyanwolfer', '—']",0,2026-06-11,-1
@PPQSUPERKENTOD999,2026-06-11 14:52:15+00:00,"BTR tim songongg, gk pernah juara aja blagu, teriak"" doang kek monyett",0,YouTube,btr tim songongg tidak pernah juara aja blagu teriak doang kek monyett,"['btr', 'tim', 'songongg', 'tidak', 'pernah', 'juara', 'aja', 'blagu', 'teriak', 'doang', 'kek', 'monyett']",1,2026-06-11,0
@MlbbFeeds,2026-06-11 14:52:11+00:00,"gelo Aran, dari dia pertama debut Paquitonya ngeri",3,YouTube,gelo aran dari dia pertama debut paquitonya ngeri,"['gelo', 'aran', 'dari', 'dia', 'pertama', 'debut', 'paquitonya', 'ngeri']",1,2026-06-11,0
@Juky_69,2026-06-11 14:51:18+00:00,kelinci,0,YouTube,kelinci,['kelinci'],0,2026-06-11,4
@kemunafikansemu1675,2026-06-11 14:50:53+00:00,Wkwkk.. MPL udah gag seru,1,YouTube,wkwkk mpl sudah gag seru,"['wkwkk', 'mpl', 'sudah', 'gag', 'seru']",1,2026-06-11,0
@someone2341-q4j,2026-06-11 14:48:39+00:00,Nt btr upper braket grandfinal onic 🤩🤩🤭🤭,2,YouTube,nt btr upper braket grandfinal onic,"['nt', 'btr', 'upper', 'braket', 'grandfinal', 'onic']",0,2026-06-11,0
@ERENJEAGER29,2026-06-11 14:46:42+00:00,Kena comeback onic gak tuh BTR😂,13,YouTube,kena comeback onic tidak tuh btr,"['kena', 'comeback', 'onic', 'tidak', 'tuh', 'btr']",1,2026-06-11,0
@AnggaPrama,2026-06-11 14:45:16+00:00,"BTR RONGSOKAN, KGAK PUNYA PIALA MPL. MODAL JIMAT ROBI SEMPAKK, BAPAK TUA BANGKA, GONDRONG NYOPET",1,YouTube,btr rongsokan kgak punya piala mpl modal jimat robi sempakk bapak tua bangka gondrong nyopet,"['btr', 'rongsokan', 'kgak', 'punya', 'piala', 'mpl', 'modal', 'jimat', 'robi', 'sempakk', 'bapak', 'tua', 'bangka', 'gondrong', 'nyopet']",1,2026-06-11,0
@sandyguikguik,2026-06-11 14:44:00+00:00,09:00:20 diketawain penonton jirrr😂,12,YouTube,diketawain penonton jirrr,"['diketawain', 'penonton', 'jirrr']",1,2026-06-11,0
@ARIMUX,2026-06-11 14:44:00+00:00,FANS BTR MENGHILANG😂,7,YouTube,fans btr menghilang,"['fans', 'btr', 'menghilang']",0,2026-06-11,0
@Alfianzzzz,2026-06-11 14:43:55+00:00,Gg,0,YouTube,gg,['gg'],0,2026-06-11,3
@sylenth.7881,2026-06-11 14:43:14+00:00,Onic mode playoff emg beda,8,YouTube,onic mode playoff emg beda,"['onic', 'mode', 'playoff', 'emg', 'beda']",1,2026-06-11,0
@RadioApik,2026-06-11 14:42:25+00:00,P,0,YouTube,p,['p'],0,2026-06-11,1
@fahrezausmansyah7572,2026-06-11 14:42:13+00:00,Pertama,0,YouTube,pertama,['pertama'],0,2026-06-11,1
@JenniferEve-k3z,2026-06-15 23:32:32+00:00,PARAH MIDLANE GEEK MAINNYA. GAK FOKUS DAN SLALU TELAT POSITIONING,0,YouTube,parah midlane geek mainnya tidak fokus dan slalu telat positioning,"['parah', 'midlane', 'geek', 'mainnya', 'tidak', 'fokus', 'dan', 'slalu', 'telat', 'positioning']",1,2026-06-15,0
@JenniferEve-k3z,2026-06-15 23:08:47+00:00,"KEVIN CENGAR CENGIR CENGENNGESAN , SENGAJA DIA BUAT KAALAH.. LOL",0,YouTube,kevin cengar cengir cengenngesan sengaja dia buat kaalah lol,"['kevin', 'cengar', 'cengir', 'cengenngesan', 'sengaja', 'dia', 'buat', 'kaalah', 'lol']",1,2026-06-15,0
@MonkeyDLuffy-E21,2026-06-14 12:40:18+00:00,Onic haram jadah juara mpl & internasional kedepannya! Itu sumpah gua buat onic!,0,YouTube,onic haram jadah juara mpl internasional kedepannya itu sumpah gua buat onic,"['onic', 'haram', 'jadah', 'juara', 'mpl', 'internasional', 'kedepannya', 'itu', 'sumpah', 'gua', 'buat', 'onic']",1,2026-06-14,0
@MonkeyDLuffy-E21,2026-06-14 12:39:26+00:00,#Pokeonik,0,YouTube,,[],0,2026-06-14,1
@scienceking2259,2026-06-14 12:21:39+00:00,Sibuk banget ya lutpi 🤣🤣,1,YouTube,sibuk banget ya lutpi,"['sibuk', 'banget', 'ya', 'lutpi']",0,2026-06-14,0
@AyasakaSeijiro,2026-06-14 07:49:03+00:00,Trio ph gak mau make jaket😂,0,YouTube,trio ph tidak mau make jaket,"['trio', 'ph', 'tidak', 'mau', 'make', 'jaket']",1,2026-06-14,0
@galangsetyawan8380,2026-06-13 15:27:22+00:00,6:24:00 ba geek siapa namanya?,2,YouTube,ba geek siapa namanya,"['ba', 'geek', 'siapa', 'namanya']",1,2026-06-13,0
@jameswan4142,2026-06-13 10:56:50+00:00,2:06:52 ada bekas apa tuh? 🙃,0,YouTube,ada bekas apa tuh,"['ada', 'bekas', 'apa', 'tuh']",1,2026-06-13,0
@bgsdbrn,2026-06-13 10:53:52+00:00,Lutpi menangos ngurusin 3 wave minion yang badak” 😂😂,1,YouTube,lutpi menangos ngurusin wave minion yang badak ”,"['lutpi', 'menangos', 'ngurusin', 'wave', 'minion', 'yang', 'badak', '”']",0,2026-06-13,0
@SiegWarhreit,2026-06-13 10:53:39+00:00,6:33:15  salah papan wey😂,4,YouTube,salah papan wey,"['salah', 'papan', 'wey']",1,2026-06-13,0
@somay_origin,2026-06-13 10:43:03+00:00,GG ONIC,0,YouTube,gg onic,"['gg', 'onic']",0,2026-06-13,3
@DevanAlfaro-r9q,2026-06-13 10:37:51+00:00,Nazara kok ikut ikutan pake Hero kairi yang sebelumnya 😂,1,YouTube,nazara kok ikut ikutan pake hero kairi yang sebelumnya,"['nazara', 'kok', 'ikut', 'ikutan', 'pake', 'hero', 'kairi', 'yang', 'sebelumnya']",1,2026-06-13,0
@ndtw_12,2026-06-13 08:40:01+00:00,OTW PARISSSS,0,YouTube,otw parissss,"['otw', 'parissss']",0,2026-06-13,0
@130-brilliantkhoirulfath-f4,2026-06-13 08:30:17+00:00,7:06:37,2,YouTube,,[],0,2026-06-13,1
@nuranisasyawalia6396,2026-06-13 07:49:43+00:00,allahuakbar lutpiiiiiiii,3,YouTube,allahuakbar lutpiiiiiiii,"['allahuakbar', 'lutpiiiiiiii']",0,2026-06-13,0
@AsepSanjo,2026-06-13 07:13:03+00:00,Granf Final Onic vs BTR 4-0 Wkwk,2,YouTube,granf final onic vs btr wkwk,"['granf', 'final', 'onic', 'vs', 'btr', 'wkwk']",1,2026-06-13,8
@HilmanDitha,2026-06-13 06:59:05+00:00,6:12:40 atlas merdeka,3,YouTube,atlas merdeka,"['atlas', 'merdeka']",0,2026-06-13,0
@yourkeb,2026-06-13 06:43:57+00:00,Respect buat kairi kelra dan coach yeb ga make jaketnya dulu karna mereka segan bukan orang indo,2,YouTube,respect buat kairi kelra dan coach yeb tidak make jaketnya dulu karna mereka segan bukan orang indo,"['respect', 'buat', 'kairi', 'kelra', 'dan', 'coach', 'yeb', 'tidak', 'make', 'jaketnya', 'dulu', 'karna', 'mereka', 'segan', 'bukan', 'orang', 'indo']",1,2026-06-13,5
@Nanoxcobar,2026-06-13 06:38:52+00:00,Dan hanya bisa jadi badut di msc.,0,YouTube,dan hanya bisa jadi badut di msc,"['dan', 'hanya', 'bisa', 'jadi', 'badut', 'di', 'msc']",1,2026-06-13,0
@TawLan-z3o,2026-06-13 06:25:17+00:00,Game ke 3 GEEK Di poor 9 turret sama ONIC,0,YouTube,game ke geek di poor turret sama onic,"['game', 'ke', 'geek', 'di', 'poor', 'turret', 'sama', 'onic']",0,2026-06-13,0
@farischannel4478,2026-06-13 06:10:59+00:00,Capekk ah nt badut inter lagi SI onik,0,YouTube,capekk ah nt badut inter lagi si onik,"['capekk', 'ah', 'nt', 'badut', 'inter', 'lagi', 'si', 'onik']",1,2026-06-13,0
@IQ85-Arp,2026-06-13 05:35:59+00:00,rrq beban hama,0,YouTube,rrq beban hama,"['rrq', 'beban', 'hama']",1,2026-06-13,0
@LaucatyasXD,2026-06-13 04:49:25+00:00,Geek or BTR siapa yang akan melawan onic di grand final,0,YouTube,geek or btr siapa yang akan melawan onic di grand final,"['geek', 'or', 'btr', 'siapa', 'yang', 'akan', 'melawan', 'onic', 'di', 'grand', 'final']",1,2026-06-13,0
@faizan.i8644,2026-06-13 04:33:29+00:00,Boikot kairi pemain Filipina penghianat kedaulatan indo,0,YouTube,boikot kairi pemain filipina penghianat kedaulatan indo,"['boikot', 'kairi', 'pemain', 'filipina', 'penghianat', 'kedaulatan', 'indo']",1,2026-06-13,5
@Hend0__0,2026-06-13 04:13:07+00:00,"Boring nya, onic mulu",1,YouTube,boring nya onic mulu,"['boring', 'nya', 'onic', 'mulu']",1,2026-06-13,0
@Alfatio_o,2026-06-13 04:02:35+00:00,bukti bahwa onic masih strong walau gak ada si adi 😂,0,YouTube,bukti bahwa onic masih strong walau tidak ada si adi,"['bukti', 'bahwa', 'onic', 'masih', 'strong', 'walau', 'tidak', 'ada', 'si', 'adi']",1,2026-06-13,0
@hardianhardi93,2026-06-13 02:41:27+00:00,"Bener jir ga tossan baloy sama kiboy, kaya buru"" Gitu baloy kaya malu gitu",1,YouTube,bener jir tidak tossan baloy sama kiboy kaya buru gitu baloy kaya malu gitu,"['bener', 'jir', 'tidak', 'tossan', 'baloy', 'sama', 'kiboy', 'kaya', 'buru', 'gitu', 'baloy', 'kaya', 'malu', 'gitu']",1,2026-06-13,0
@PayungHoki,2026-06-13 02:29:06+00:00,Round 3 Geek bukannya ngajak war malah terlalu fokus kelord padahal lutpi lagi tempur sama minion dibase,1,YouTube,round geek bukannya ngajak war malah terlalu fokus kelord padahal lutpi lagi tempur sama minion dibase,"['round', 'geek', 'bukannya', 'ngajak', 'war', 'malah', 'terlalu', 'fokus', 'kelord', 'padahal', 'lutpi', 'lagi', 'tempur', 'sama', 'minion', 'dibase']",1,2026-06-13,0
@ahmadfauzi9207,2026-06-13 01:28:34+00:00,Gila gilaaa jd ingat onic pas lawan echo pas snapdragon ap MSc 3periode lalu. Nge comeback 7 lord echo.,24,YouTube,gila gilaaa jadi ingat onic pas lawan echo pas snapdragon ap msc periode lalu nge comeback lord echo,"['gila', 'gilaaa', 'jadi', 'ingat', 'onic', 'pas', 'lawan', 'echo', 'pas', 'snapdragon', 'ap', 'msc', 'periode', 'lalu', 'nge', 'comeback', 'lord', 'echo']",1,2026-06-13,0
@PaulMaulan,2026-06-13 01:19:30+00:00,gua terakhir,1,YouTube,gua terakhir,"['gua', 'terakhir']",1,2026-06-13,0
@hakimi2403,2026-06-13 00:55:55+00:00,Ez server,1,YouTube,ez server,"['ez', 'server']",0,2026-06-13,0
@shrlrmdhn.1427,2026-06-13 00:38:44+00:00,saveeroo,3,YouTube,saveeroo,['saveeroo'],0,2026-06-13,0
@angggassaga1302,2026-06-13 00:12:16+00:00,"Yen, kelar dan Kairi gk mau pakai jaket Indonesia nya wkwkwkw😅",0,YouTube,yen kelar dan kairi tidak mau pakai jaket indonesia nya wkwkwkw,"['yen', 'kelar', 'dan', 'kairi', 'tidak', 'mau', 'pakai', 'jaket', 'indonesia', 'nya', 'wkwkwkw']",1,2026-06-13,0
@mayyyYT,2026-06-12 23:58:06+00:00,Padahal ini playoff ada king beras onic masih aja ga tembus 6/7jt view 😂😂😂,0,YouTube,padahal ini playoff ada king beras onic masih aja tidak tembus jt view,"['padahal', 'ini', 'playoff', 'ada', 'king', 'beras', 'onic', 'masih', 'aja', 'tidak', 'tembus', 'jt', 'view']",0,2026-06-12,0
@Minaa-b9k,2026-06-12 23:20:54+00:00,"Pasti seru nanti srg vs onic soalnya punya kelra , yg kemaren juga ada skylar tapi mode ppq",3,YouTube,pasti seru nanti srg vs onic soalnya punya kelra yang kemaren juga ada skylar tapi mode ppq,"['pasti', 'seru', 'nanti', 'srg', 'vs', 'onic', 'soalnya', 'punya', 'kelra', 'yang', 'kemaren', 'juga', 'ada', 'skylar', 'tapi', 'mode', 'ppq']",1,2026-06-12,0
@Nuradaya,2026-06-12 23:01:14+00:00,Karna game ini kalah dan menangnya sudah ditentukan sistem harusnya team² suren aja biar moonton ketauan belangnya karna udah di pastikan onic udah di setting jadi pemenangnya,2,YouTube,karna game ini kalah dan menangnya sudah ditentukan sistem harusnya team² suren aja biar moonton ketauan belangnya karna sudah di pastikan onic sudah di setting jadi pemenangnya,"['karna', 'game', 'ini', 'kalah', 'dan', 'menangnya', 'sudah', 'ditentukan', 'sistem', 'harusnya', 'team²', 'suren', 'aja', 'biar', 'moonton', 'ketauan', 'belangnya', 'karna', 'sudah', 'di', 'pastikan', 'onic', 'sudah', 'di', 'setting', 'jadi', 'pemenangnya']",1,2026-06-12,0
@JADENSUKAAYAM,2026-06-12 22:53:48+00:00,di tl yang main cuma aran😂,1,YouTube,di tl yang main cuma aran,"['di', 'tl', 'yang', 'main', 'cuma', 'aran']",1,2026-06-12,0
@fajr_666,2026-06-12 22:06:26+00:00,"Ooo itu jungle yang pas di interview keluar uratnya 😅, pantes buangan🤣",0,YouTube,ooo itu jungle yang pas di interview keluar uratnya pantes buangan,"['ooo', 'itu', 'jungle', 'yang', 'pas', 'di', 'interview', 'keluar', 'uratnya', 'pantes', 'buangan']",1,2026-06-12,0
@KAIRI-SANZ,2026-06-12 22:00:03+00:00,8:13:17 3-0,0,YouTube,,[],0,2026-06-12,1
@_maeiltawaumare_5205,2026-06-12 21:07:00+00:00,GGWP onic salam dari malaysia game last mental dan pengalaman defend 7 lord lawan ECHO PH harap nanti SRG dan onic bagi match yang seru goodluck semoga champion lagi salam dari  sonic  malaysia😊😊😊😊😊😊😊,10,YouTube,ggwp onic salam dari malaysia game last mental dan pengalaman defend lord lawan echo ph harap nanti srg dan onic bagi match yang seru goodluck semoga champion lagi salam dari sonic malaysia,"['ggwp', 'onic', 'salam', 'dari', 'malaysia', 'game', 'last', 'mental', 'dan', 'pengalaman', 'defend', 'lord', 'lawan', 'echo', 'ph', 'harap', 'nanti', 'srg', 'dan', 'onic', 'bagi', 'match', 'yang', 'seru', 'goodluck', 'semoga', 'champion', 'lagi', 'salam', 'dari', 'sonic', 'malaysia']",1,2026-06-12,0
@tomoyasenn,2026-06-12 19:57:08+00:00,8:01:44 LUTPI GELUD AMA MINION 3 LANE WKWK,3,YouTube,lutpi gelud ama minion lane wkwk,"['lutpi', 'gelud', 'ama', 'minion', 'lane', 'wkwk']",0,2026-06-12,0
@muhammadfaldoxiimm1344,2026-06-12 18:57:26+00:00,gooo oniccc,1,YouTube,gooo oniccc,"['gooo', 'oniccc']",0,2026-06-12,0
@Fadilsopskopen,2026-06-12 18:02:46+00:00,gg,0,YouTube,gg,['gg'],0,2026-06-12,3
@muhammadarifin1848,2026-06-12 17:35:09+00:00,Gokil lutpi,1,YouTube,gokil lutpi,"['gokil', 'lutpi']",0,2026-06-12,0
@NurMila-p9p,2026-06-12 17:06:31+00:00,RRQ DARKSISTEM BOT🫵🏻🤣🤡,1,YouTube,rrq darksistem bot,"['rrq', 'darksistem', 'bot']",1,2026-06-12,4
@SaputraAnis-m9h,2026-06-12 16:58:58+00:00,Siuuuuuu ONIC 🔥🔥🔥,2,YouTube,siuuuuuu onic,"['siuuuuuu', 'onic']",0,2026-06-12,0
@SridewiKarifna,2026-06-12 16:58:31+00:00,Klo aeron ad pasti dia bsa naikin mental kawan²ny,2,YouTube,kalau aeron ad pasti dia bsa naikin mental kawan²ny,"['kalau', 'aeron', 'ad', 'pasti', 'dia', 'bsa', 'naikin', 'mental', 'kawan²ny']",1,2026-06-12,0
@Kotaangin506,2026-06-12 16:52:55+00:00,8:05:47  yang lain udah selebrasi sedangkan bro masih clear minion😅,0,YouTube,yang lain sudah selebrasi sedangkan bro masih clear minion,"['yang', 'lain', 'sudah', 'selebrasi', 'sedangkan', 'bro', 'masih', 'clear', 'minion']",1,2026-06-12,0
@cyberantz7688,2026-06-12 16:46:39+00:00,Nub ya geek,0,YouTube,nub ya geek,"['nub', 'ya', 'geek']",0,2026-06-12,0
@Tangansatulah,2026-06-12 16:41:28+00:00,Wowwt🎉,1,YouTube,wowwt,['wowwt'],0,2026-06-12,0
@MUHAMMADFADLILDN,2026-06-12 16:34:28+00:00,AYO SONIC PASTI KITA AKAN BISA MENANG LET'S GO ONIC 😎😎😎💛🖤💛🖤💛🖤💛🖤,0,YouTube,ayo sonic pasti kita akan bisa menang let s go onic,"['ayo', 'sonic', 'pasti', 'kita', 'akan', 'bisa', 'menang', 'let', 's', 'go', 'onic']",0,2026-06-12,7
@rozakipml8869,2026-06-12 16:33:46+00:00,"GO GO GO,,,ONIC,,,MF YG LAIN,,,🙏
MENGGONGGONGLAH SEPUAS KALIAN,,😂😂😂🤣🤣🤣",0,YouTube,go go go onic mf yang lain menggonggonglah sepuas kalian,"['go', 'go', 'go', 'onic', 'mf', 'yang', 'lain', 'menggonggonglah', 'sepuas', 'kalian']",1,2026-06-12,0
@muhammadfakhruzi,2026-06-12 16:31:50+00:00,YEP di tugasin di playoff,1,YouTube,yep di tugasin di playoff,"['yep', 'di', 'tugasin', 'di', 'playoff']",0,2026-06-12,0
@doki5283,2026-06-12 16:25:40+00:00,06:35:30,1,YouTube,,[],0,2026-06-12,1
@YTAhlamOfficial,2026-06-12 16:11:10+00:00,Seneng banget liat 1 Tim Onic Senang + Bahagia.,11,YouTube,seneng banget liat tim onic senang bahagia,"['seneng', 'banget', 'liat', 'tim', 'onic', 'senang', 'bahagia']",1,2026-06-12,0
@mamman_resing,2026-06-12 16:06:45+00:00,"Kelazz kontes lord 4 vs 5
Onic🔥🔥🔥",4,YouTube,kelazz kontes lord vs onic,"['kelazz', 'kontes', 'lord', 'vs', 'onic']",0,2026-06-12,-1
@rizkyalfian5340,2026-06-12 16:06:14+00:00,8:07:17 baloy ga mau salaman sama kiboy😅😅,6,YouTube,baloy tidak mau salaman sama kiboy,"['baloy', 'tidak', 'mau', 'salaman', 'sama', 'kiboy']",1,2026-06-12,0
@arieckingoziel6039,2026-06-12 16:05:33+00:00,"ini loh tugas exp lane sebenarnya kalau udah kalah laning wave, ga harus join war lord, itu ga ada lutpi juga bakal kena split push, soalnya ga ada hero yg kuat buat nahan minion sama hero push, gg salut sama lutpi bisa survive digang 3 orang",87,YouTube,ini loh tugas exp lane sebenarnya kalau sudah kalah laning wave tidak harus join war lord itu tidak ada lutpi juga bakal kena split push soalnya tidak ada hero yang kuat buat nahan minion sama hero push gg salut sama lutpi bisa survive digang orang,"['ini', 'loh', 'tugas', 'exp', 'lane', 'sebenarnya', 'kalau', 'sudah', 'kalah', 'laning', 'wave', 'tidak', 'harus', 'join', 'war', 'lord', 'itu', 'tidak', 'ada', 'lutpi', 'juga', 'bakal', 'kena', 'split', 'push', 'soalnya', 'tidak', 'ada', 'hero', 'yang', 'kuat', 'buat', 'nahan', 'minion', 'sama', 'hero', 'push', 'gg', 'salut', 'sama', 'lutpi', 'bisa', 'survive', 'digang', 'orang']",1,2026-06-12,0
@ahmadmahpud1036,2026-06-12 16:04:45+00:00,Jgn di arep onic piala dunia... Kecuali btr,0,YouTube,jgn di arep onic piala dunia kecuali btr,"['jgn', 'di', 'arep', 'onic', 'piala', 'dunia', 'kecuali', 'btr']",1,2026-06-12,0
@ahmadmahpud1036,2026-06-12 16:03:04+00:00,G perlu onic ph sama liquid ph jg bkln kalah onic indo,0,YouTube,g perlu onic ph sama liquid ph jg bkln kalah onic indo,"['g', 'perlu', 'onic', 'ph', 'sama', 'liquid', 'ph', 'jg', 'bkln', 'kalah', 'onic', 'indo']",0,2026-06-12,3
